Year of Manufacture,Kms Driven,Power,Mileage,Engine Displacement,Brand,Model,Transmission,Fuel Type,City,price
2023,25000,108.91762795275592,19.529431028174166,1490.0,Maruti,Grand Vitara Alpha Plus Hybrid CVT BSVI,Automatic,Petrol,Mumbai,1875000
2015,74912,67.04,23.1,998.0,Maruti,Celerio VXI AT,Automatic,Petrol,Coimbatore,365000
2022,10600,71.01,19.03,999.0,Renault,Kiger RXT AMT,Automatic,Petrol,Mumbai,675000
2020,24594,108.91762795275592,19.529431028174166,998.0,Maruti,Wagon R CNG LXI,Manual,CNG,Thane,500000
2017,90000,103.2,15.41,1598.0,Skoda,Rapid 1.6 MPI Ambition BSIV,Manual,Petrol,Coimbatore,476999
2013,53000,108.91762795275592,19.529431028174166,1198.0,Honda,Brio S MT,Manual,Petrol,Coimbatore,229999
2017,78000,140.0,16.0,2179.0,Mahindra,XUV500 R W10 FWD,Manual,Diesel,Thane,1110000
2016,74076,108.91762795275592,19.529431028174166,1248.0,Chevrolet,Enjoy 1.3 TCDi LT 7,Manual,Diesel,Thane,395000
2015,53000,184.0,19.529431028174166,1995.0,BMW,X1 sDrive20d,Automatic,Diesel,Mumbai,1495000
2012,233065,100.0,12.99,2494.0,Toyota,Innova 2.5 G (Diesel) 7 Seater BS IV,Manual,Diesel,Thane,499000
2019,62338,105.0,13.9,1498.0,Renault,Duster RXS Option CVT BSIV,Automatic,Petrol,Thane,649000
2018,75342,58.16,26.6,998.0,Maruti,Wagon R LXI CNG,Manual,CNG,Thane,401999
2022,9000,138.08,16.5,1353.0,Kia,Seltos GTX Plus DCT,Automatic,Petrol,Mumbai,1650000
2018,68350,126.2,17.01,1582.0,Hyundai,Creta 1.6 CRDi AT SX Plus,Automatic,Diesel,Thane,1050000
2014,37913,67.05,21.63,998.0,Maruti,Celerio VXI,Manual,Petrol,Thane,311000
2019,23600,187.74,19.529431028174166,1995.0,BMW,6 Series GT 620d Luxury Line 2019-2021,Automatic,Diesel,Mumbai,4375000
2017,48000,83.1,21.4,1197.0,Maruti,Baleno 1.2 Zeta,Manual,Petrol,Mumbai,571000
2011,43000,108.91762795275592,19.529431028174166,1781.0,Audi,A4 1.8 TFSI,Automatic,Petrol,Mumbai,775000
2017,46000,121.3,13.0,1591.0,Hyundai,Creta 1.6 VTVT SX Plus,Manual,Petrol,Thane,750000
2016,119035,108.91762795275592,19.529431028174166,2494.0,Toyota,Innova 2.5 G (Diesel) 7 Seater BS IV,Manual,Diesel,Thane,1044999
2017,58688,108.91762795275592,19.529431028174166,2179.0,Land,Rover Discovery Sport SD4 HSE Luxury,Automatic,Diesel,Mumbai,2250000
2018,85000,108.91762795275592,19.529431028174166,1493.0,Mahindra,TUV 300 T4 Plus,Manual,Diesel,Thane,575000
2013,81488,85.7,22.1,1586.0,Maruti,SX4 Green Vxi (CNG),Manual,CNG,Mumbai,350000
2018,80000,98.6,25.5,1498.0,Honda,WR-V i-DTEC VX,Manual,Diesel,Thane,715000
2020,33175,81.8,21.01,1197.0,Maruti,Baleno Delta,Manual,Petrol,Thane,640000
2018,39000,108.91762795275592,19.529431028174166,998.0,Maruti,Celerio X ZXI BSIV,Manual,Petrol,Mumbai,450000
2019,45000,108.91762795275592,19.529431028174166,998.0,Hyundai,Venue S Turbo DCT,Automatic,Petrol,Mumbai,815000
2013,36000,78.9,20.36,1197.0,Hyundai,i10 Magna 1.2 iTech SE,Manual,Petrol,Thane,225000
2018,45472,103.25,20.04,1462.0,Maruti,Ciaz Zeta AT,Automatic,Petrol,Thane,544000
2022,28987,108.91762795275592,19.529431028174166,999.0,Renault,KWID 1.0 RXT BSVI,Manual,Petrol,Thane,389000
2022,7100,108.91762795275592,19.529431028174166,1991.0,Mercedes-Benz,GLA AMG 35 4M,Automatic,Petrol,Mumbai,5099000
2013,65000,108.91762795275592,19.529431028174166,1197.0,Maruti,Swift Dzire VXI,Manual,Petrol,Thane,399000
2016,90000,88.5,24.3,1248.0,Maruti,Vitara Brezza ZDi,Manual,Diesel,Coimbatore,625000
2016,79000,117.3,15.4,1497.0,Honda,BR-V i-VTEC V CVT,Automatic,Petrol,Coimbatore,548000
2023,3570,73.97,25.4,1186.0,Hyundai,Aura SX Plus AMT Diesel,Automatic,Diesel,Thane,828999
2021,41000,197.26,19.529431028174166,2199.0,Kia,Carnival Limousine Plus,Automatic,Diesel,Mumbai,2995000
2017,42100,108.91762795275592,19.529431028174166,1496.0,Toyota,Etios 1.5 VX,Manual,Petrol,Mumbai,535000
2016,22969,108.91762795275592,19.529431028174166,1198.0,Volkswagen,Polo Select 1.2 MPI Highline,Manual,Petrol,Coimbatore,491000
2022,15000,130.0,15.2,2184.0,Mahindra,Thar LX 4WD Hard Top Diesel BSVI,Manual,Diesel,Thane,1550000
2015,17958,117.3,17.8,1497.0,Honda,City i VTEC E,Manual,Petrol,Thane,595000
2016,42000,138.03,14.28,1798.0,Toyota,Corolla Altis G MT,Manual,Petrol,Coimbatore,690000
2018,44403,58.16,26.6,998.0,Maruti,Wagon R LXI CNG,Manual,CNG,Thane,417000
2014,63508,67.1,18.9,998.0,Maruti,Wagon R LXI,Manual,Petrol,New Delhi,256999
2017,66680,170.0,17.1,1956.0,Jeep,Compass 2.0 Longitude BSIV,Manual,Diesel,Coimbatore,994999
2016,69190,58.16,26.6,998.0,Maruti,Wagon R LXI CNG,Manual,CNG,Coimbatore,390000
2022,9500,108.91762795275592,19.529431028174166,1199.0,Honda,Amaze 2nd Gen VX CVT BSVI,Automatic,Petrol,Coimbatore,850000
2022,14100,88.5,17.1,1199.0,Honda,Jazz ZX,Manual,Petrol,Thane,852000
2010,80000,78.9,20.36,1197.0,Hyundai,i10 Magna 1.2,Manual,Petrol,Coimbatore,95000
2022,12500,108.91762795275592,19.529431028174166,1995.0,BMW,5 Series 520d Luxury Line,Automatic,Diesel,Mumbai,6448999
2020,70000,108.5,17.0,1198.0,Tata,Nexon 1.2 Revotron XZA Plus DualTone,Automatic,Petrol,Coimbatore,700000
2019,34991,121.3,15.8,1591.0,Hyundai,Creta 1.6 SX,Manual,Petrol,Thane,1089000
2022,16000,108.91762795275592,19.529431028174166,1950.0,Mercedes-Benz,E-Class Exclusive E 220d BSVI,Automatic,Diesel,Mumbai,6095000
2016,55000,83.1,21.4,1197.0,Maruti,Baleno 1.2 CVT Zeta,Automatic,Petrol,Mumbai,490000
2015,84621,108.91762795275592,19.529431028174166,1496.0,Toyota,Etios G,Manual,Petrol,Thane,621000
2019,67948,65.39,18.9,1197.0,Hyundai,Grand i10 1.2 Kappa Magna CNG BSIV,Manual,CNG,Thane,499000
2013,62753,147.5,14.5,1797.0,Hyundai,Elantra SX AT,Automatic,Petrol,Thane,389000
2023,11000,108.91762795275592,19.529431028174166,1497.0,Hyundai,Creta SX,Manual,Petrol,Mumbai,1595000
2022,33857,84.82,19.01,1199.0,Tata,Tiago XZ Plus BSVI,Manual,Petrol,Thane,645000
2015,116000,100.6,19.529431028174166,2494.0,Toyota,Innova 2.5 VX (Diesel) 8 Seater,Manual,Diesel,Coimbatore,950000
2022,31800,69.0,33.73,1197.0,Maruti,Dzire ZXI CNG,Manual,CNG,Thane,764000
2021,13086,119.35,18.3,1498.0,Honda,City ZX CVT,Automatic,Petrol,Mumbai,1185000
2013,72000,108.91762795275592,19.529431028174166,1498.0,Nissan,Sunny XV,Manual,Petrol,Thane,325000
2022,70000,72.4,26.49,1199.0,Tata,Tigor XZ Plus CNG BSVI,Manual,CNG,Coimbatore,595000
2014,22442,117.3,17.3,1497.0,Honda,Mobilio V i-VTEC,Manual,Petrol,Mumbai,494000
2019,26036,108.5,17.0,1198.0,Tata,Nexon 1.2 Revotron XMA,Automatic,Petrol,Mumbai,725000
2012,112525,88.8,16.7,1198.0,Honda,Jazz X,Manual,Petrol,Mumbai,295000
2018,73152,153.86,19.529431028174166,2179.0,Tata,Hexa XMA,Automatic,Diesel,Mumbai,890000
2019,22000,108.91762795275592,19.529431028174166,1197.0,Hyundai,Grand i10 1.2 Kappa Magna BSIV,Manual,Petrol,Mumbai,495000
2020,27000,108.91762795275592,19.529431028174166,1440.1495461749028,Tata,Nexon EV XZ Plus LUX,Automatic,Electric,Mumbai,925000
2019,11250,108.91762795275592,19.529431028174166,1197.0,Maruti,Swift Dzire AMT ZXI,Automatic,Petrol,Mumbai,690000
2022,15808,113.18,14.0,1497.0,Hyundai,Creta S iMT BSVI,Manual,Petrol,Mumbai,1395000
2014,36000,108.91762795275592,19.529431028174166,1498.0,Nissan,Sunny XL CVT,Automatic,Petrol,Mumbai,325000
2018,93000,108.91762795275592,19.529431028174166,2393.0,Toyota,Innova Crysta 2.4 G MT 8 STR,Manual,Diesel,Coimbatore,1598000
2017,67311,188.0,19.529431028174166,1995.0,BMW,X1 sDrive20d Expedition,Automatic,Diesel,Thane,1695000
2013,107000,100.6,19.529431028174166,2494.0,Toyota,Innova 2.5 GX (Diesel) 7 Seater,Manual,Diesel,Mumbai,795000
2018,73200,153.86,19.529431028174166,2179.0,Tata,Hexa XMA,Automatic,Diesel,Mumbai,890000
2022,38000,108.91762795275592,19.529431028174166,1956.0,Jeep,Compass 2.0 Limited Opt Diesel BSVI,Manual,Diesel,Mumbai,2190000
2017,16860,83.1,21.4,1197.0,Maruti,Baleno 1.2 Zeta,Manual,Petrol,Coimbatore,565000
2022,28460,108.91762795275592,19.529431028174166,1462.0,Maruti,XL6 Zeta,Manual,Petrol,Mumbai,1050000
2021,60624,98.63,20.0,999.0,Nissan,Magnite Turbo XV Premium,Manual,Petrol,Thane,632000
2018,32777,104.5,14.99,1498.0,Renault,Duster Petrol RXS CVT,Automatic,Petrol,Thane,697000
2018,26435,81.8,21.21,1197.0,Maruti,Swift AMT ZXI,Automatic,Petrol,Mumbai,650000
2021,27435,55.92,32.73,998.0,Maruti,S-Presso VXI CNG,Manual,CNG,Thane,454000
2014,143000,108.91762795275592,19.529431028174166,2494.0,Toyota,Innova 2.5 G (Diesel) 7 Seater BS IV,Manual,Diesel,Mumbai,899000
2016,47000,84.0,23.84,1199.0,Tata,Tiago 1.2 Revotron XT,Manual,Petrol,Mumbai,395000
2018,39804,81.8,20.89,1197.0,Maruti,Ignis 1.2 AMT Alpha BSIV,Automatic,Petrol,Thane,595000
2019,56000,88.5,24.3,1248.0,Maruti,Vitara Brezza ZDi Plus AMT,Automatic,Diesel,Mumbai,835000
2012,93284,108.91762795275592,17.6,1496.0,Toyota,Etios V,Manual,Petrol,Mumbai,260000
2018,76647,73.97,24.0,1186.0,Hyundai,Grand i10 1.2 CRDi Sportz,Manual,Diesel,Thane,459000
2018,70368,108.91762795275592,19.529431028174166,2179.0,Mahindra,TUV 300 Plus P8 BSIV,Manual,Diesel,Thane,844999
2021,25524,108.91762795275592,19.529431028174166,1462.0,Maruti,XL6 Zeta AT,Automatic,Petrol,Coimbatore,1125000
2017,21000,81.86,18.9,1197.0,Hyundai,Grand i10 1.2 Kappa Sportz Option AT,Automatic,Petrol,Mumbai,525000
2022,17284,108.91762795275592,19.529431028174166,1956.0,Tata,Harrier XZA Plus Kaziranga Edition AT,Automatic,Diesel,Mumbai,1950000
2022,25000,141.04,19.529431028174166,1440.1495461749028,Tata,Nexon EV XZ Plus,Automatic,Electric,Mumbai,1195000
2019,22708,117.6,18.0,1497.0,Honda,City i-VTEC CVT V,Automatic,Petrol,Thane,875000
2022,20000,108.91762795275592,19.529431028174166,1199.0,Tata,Tigor XZ CNG BSVI,Manual,CNG,Coimbatore,575000
2019,34880,117.3,15.4,1497.0,Honda,BR-V i-VTEC V CVT,Automatic,Petrol,Thane,894999
2021,36000,120.69,15.9,1496.0,Ford,Ecosport 1.5 Petrol Titanium Plus,Manual,Petrol,Mumbai,1049000
2018,22000,108.91762795275592,19.529431028174166,1969.0,Volvo,XC40 D4 R-Design,Automatic,Diesel,Mumbai,2575000
2017,79000,153.86,19.529431028174166,2179.0,Tata,Hexa XTA,Automatic,Diesel,Mumbai,1025000
2021,29500,113.18,14.0,1497.0,Hyundai,Creta SX IVT BSVI,Automatic,Petrol,Mumbai,1399000
2020,29536,103.2,17.99,1462.0,Maruti,XL6 Zeta AT,Automatic,Petrol,Mumbai,910000
2019,36832,82.0,18.15,1198.0,Mahindra,KUV 100 NXT G80 K8 6Str,Manual,Petrol,Thane,424000
2022,16580,71.01,19.17,999.0,Renault,Kiger RXZ,Manual,Petrol,Coimbatore,851000
2017,59982,73.97,24.0,1186.0,Hyundai,Grand i10 1.2 CRDi Asta,Manual,Diesel,Thane,545000
2014,56001,108.91762795275592,19.529431028174166,1461.0,Renault,Duster 85PS Diesel RxL Option,Manual,Diesel,Coimbatore,455000
2019,52000,118.35,18.15,998.0,Hyundai,Venue SX Plus Turbo DCT BSIV,Automatic,Petrol,Mumbai,875000
2020,26000,108.91762795275592,19.529431028174166,1197.0,Hyundai,i20 Asta Opt BSVI,Manual,Petrol,Mumbai,725000
2017,43800,67.0,20.51,998.0,Maruti,Wagon R AMT VXI,Automatic,Petrol,Mumbai,335000
2016,47649,88.7,19.0,1199.0,Honda,Jazz 1.2 V AT i VTEC,Automatic,Petrol,Thane,515000
2010,63000,108.91762795275592,19.529431028174166,1197.0,Hyundai,i20 1.2 Sportz,Manual,Petrol,Mumbai,285000
2014,42372,108.91762795275592,19.529431028174166,998.0,Maruti,Wagon R LXI,Manual,Petrol,Mumbai,325000
2020,12000,187.74,19.529431028174166,1995.0,BMW,5 Series 520d Luxury Line,Automatic,Diesel,Mumbai,4850000
2018,81932,178.0,15.1,1798.0,Skoda,Octavia 1.8 TSI AT L K,Automatic,Petrol,Thane,1128000
2022,26000,73.75,19.529431028174166,1440.1495461749028,Tata,Tigor EV XZ Plus,Automatic,Electric,Coimbatore,795000
2023,24000,108.91762795275592,19.529431028174166,1997.0,Hyundai,Tucson Signature Diesel 4WD AT,Automatic,Diesel,Mumbai,3099000
2018,71000,108.91762795275592,19.529431028174166,1396.0,Hyundai,Creta 1.4 E Plus CRDi,Manual,Diesel,Mumbai,844999
2022,30000,108.91762795275592,19.529431028174166,1197.0,Hyundai,i20 Sportz IVT DT,Automatic,Petrol,Coimbatore,725000
2020,29000,167.67,14.6,1956.0,Tata,Harrier XZA Plus AT BSVI,Automatic,Diesel,Thane,1575000
2020,134137,108.91762795275592,19.529431028174166,2393.0,Toyota,Innova Crysta 2.4 G MT,Manual,Diesel,Thane,1850000
2010,57004,66.1,19.0,998.0,Maruti,A-Star Vxi,Manual,Petrol,Mumbai,199000
2023,9990,67.72,27.1,1197.0,Hyundai,Exter SX CNG 4 Cylinder,Manual,CNG,Mumbai,875000
2012,97000,138.1,17.2,1968.0,Skoda,Superb Elegance 2.0 TDI CR AT,Automatic,Diesel,Mumbai,535000
2017,46891,188.0,20.68,1995.0,BMW,X1 sDrive 20d xLine,Automatic,Diesel,Mumbai,1950000
2017,56000,108.91762795275592,19.529431028174166,1591.0,Hyundai,Creta 1.6 VTVT AT SX Plus,Automatic,Petrol,Mumbai,925000
2014,63000,108.91762795275592,19.529431028174166,1086.0,Hyundai,i10 Era 1.1 iTech SE,Manual,Petrol,Mumbai,265000
2011,85226,67.1,18.9,998.0,Maruti,Wagon R VXI BS IV,Manual,Petrol,Mumbai,215000
2013,21883,93.7,16.02,1373.0,Maruti,Ertiga VXI,Manual,Petrol,Mumbai,545000
2018,57751,105.5,17.8,1496.0,Toyota,Yaris J CVT BSIV,Automatic,Petrol,Mumbai,650000
2018,49000,108.91762795275592,19.529431028174166,1499.0,Ford,Figo 1.5P Titanium AT,Automatic,Petrol,Mumbai,475000
2013,65782,85.8,19.1,1197.0,Maruti,Swift Dzire VXI,Manual,Petrol,Coimbatore,375000
2014,61000,93.7,16.02,1373.0,Maruti,Ertiga VXI,Manual,Petrol,Thane,665000
2020,74000,103.26,17.03,1462.0,Maruti,Vitara Brezza VXI,Manual,Petrol,Thane,725000
2015,90000,82.0,18.9,1197.0,Hyundai,Grand i10 Asta,Manual,Petrol,Coimbatore,335000
2017,68011,81.86,18.9,1197.0,Hyundai,Grand i10 1.2 Kappa Sportz BSIV,Manual,Petrol,Thane,420000
2016,55000,108.91762795275592,19.529431028174166,999.0,Datsun,RediGO 1.0 T Option Limited Edition,Manual,Petrol,Mumbai,249000
2015,70481,108.91762795275592,19.529431028174166,998.0,Maruti,Wagon R LXI BS IV,Manual,Petrol,Gurgaon,250000
2021,31340,147.51,17.88,1498.0,Volkswagen,Taigun 1.5 TSI GT Plus DSG,Automatic,Petrol,Thane,1359000
2018,20999,88.7,18.2,1199.0,Honda,Jazz VX CVT,Automatic,Petrol,Thane,621000
2021,54000,113.45,18.0,1493.0,Hyundai,Creta SX Opt Diesel AT BSVI,Automatic,Diesel,Thane,1645000
2022,59002,73.75,19.529431028174166,1440.1495461749028,Tata,Tigor EV XZ Plus,Automatic,Electric,Mumbai,725000
2017,50000,121.36,17.0,1497.0,Ford,Ecosport 1.5 Petrol Trend BSIV,Manual,Petrol,Mumbai,475000
2018,28440,83.1,21.4,1197.0,Maruti,Baleno 1.2 Zeta,Manual,Petrol,Mumbai,615000
2018,79732,147.8,19.529431028174166,2393.0,Toyota,Innova Crysta 2.4 ZX MT BSIV,Manual,Diesel,Thane,2000000
2020,35000,108.91762795275592,19.529431028174166,1498.0,Honda,City VX MT,Manual,Petrol,Coimbatore,1095000
2019,25000,81.86,18.6,1197.0,Hyundai,i20 Sportz Plus BSIV,Manual,Petrol,Mumbai,675000
2016,53000,184.0,19.529431028174166,1995.0,BMW,X1 sDrive 20d Sportline,Automatic,Diesel,Mumbai,1700000
2019,37000,108.91762795275592,19.529431028174166,1497.0,Honda,City ZX CVT,Automatic,Petrol,Mumbai,975000
2019,79100,108.91762795275592,19.529431028174166,1396.0,Hyundai,Creta 1.4 E Plus,Manual,Diesel,Thane,925000
2018,52176,83.1,21.4,1197.0,Maruti,Baleno 1.2 CVT Alpha,Automatic,Petrol,Thane,635000
2015,137000,140.0,16.0,2179.0,Mahindra,XUV500 W8 4WD,Manual,Diesel,Coimbatore,630000
2016,38224,117.3,18.0,1497.0,Honda,City i VTEC CVT VX,Automatic,Petrol,Thane,699000
2013,59000,108.91762795275592,19.529431028174166,1461.0,Renault,Duster 110PS Diesel RxZ Pack,Manual,Diesel,Mumbai,379000
2017,81000,108.91762795275592,19.529431028174166,1193.0,Tata,Zest Revotron 1.2T XE,Manual,Petrol,Thane,330000
2019,82874,126.2,17.6,1582.0,Hyundai,Creta 1.6 SX Automatic Diesel,Automatic,Diesel,Thane,1195000
2022,15147,108.91762795275592,19.529431028174166,1497.0,Tata,Nexon XZ Plus Diesel BSVI,Manual,Diesel,Mumbai,1085000
2017,23073,67.04,23.1,998.0,Maruti,Celerio ZXI AMT BSIV,Automatic,Petrol,Mumbai,434999
2022,13284,108.91762795275592,19.529431028174166,998.0,Hyundai,i20 Asta Opt Turbo DCT BSVI,Automatic,Petrol,Mumbai,1051000
2021,58000,152.87,15.1,2179.0,Mahindra,XUV500 W7,Manual,Diesel,Mumbai,1175000
2023,20000,113.98,23.8,1493.0,Hyundai,Alcazar Signature (O) 7-Seater Diesel AT,Automatic,Diesel,Mumbai,2000000
2019,45722,170.0,17.1,1956.0,Jeep,Compass 2.0 Longitude Option BSIV,Manual,Diesel,Coimbatore,1299000
2012,59000,85.8,19.1,1197.0,Maruti,Swift Dzire VXI,Manual,Petrol,Mumbai,375000
2015,80000,82.0,19.1,1197.0,Hyundai,Xcent 1.2 Kappa SX,Manual,Petrol,Coimbatore,341000
2018,57000,81.8,19.56,1197.0,Maruti,Baleno Zeta CVT,Automatic,Petrol,Mumbai,635000
2017,30000,108.91762795275592,19.529431028174166,1197.0,Maruti,Ignis 1.2 AMT Zeta BSIV,Automatic,Petrol,Coimbatore,400000
2021,67572,108.91762795275592,19.529431028174166,2184.0,Mahindra,Thar LX 4WD Hard Top Diesel BSVI,Manual,Diesel,Mumbai,1450000
2018,20000,108.91762795275592,19.529431028174166,2179.0,Mahindra,XUV500 W7 AT BSIV,Automatic,Diesel,Coimbatore,1150000
2022,27000,108.91762795275592,19.529431028174166,1353.0,Kia,Carens Luxury Plus Turbo DCT 6 STR 2022-2023,Automatic,Petrol,Mumbai,1698999
2015,74038,108.91762795275592,19.529431028174166,1968.0,Skoda,Superb Elegance 2.0 TDI MT,Manual,Diesel,Thane,898000
2016,65005,103.52,21.14,1498.0,Skoda,Rapid 1.5 TDI Style Plus,Manual,Diesel,Mumbai,590000
2022,20000,113.43,16.8,1497.0,Kia,Seltos HTK Plus G,Manual,Petrol,Coimbatore,1200000
2022,39000,108.91762795275592,19.529431028174166,1984.0,Skoda,Kodiaq Sportline BSVI,Automatic,Petrol,Mumbai,3495000
2012,73000,85.8,18.6,1197.0,Maruti,Swift VXI,Manual,Petrol,Thane,295000
2020,46000,81.8,19.56,1197.0,Maruti,Baleno Alpha CVT,Automatic,Petrol,Thane,700000
2017,57000,83.1,21.4,1197.0,Maruti,Baleno 1.2 Zeta,Manual,Petrol,Thane,650000
2016,23552,67.0,20.51,998.0,Maruti,Wagon R AMT VXI,Automatic,Petrol,Mumbai,355000
2018,35000,105.5,17.8,1496.0,Toyota,Yaris G CVT BSIV,Automatic,Petrol,Mumbai,745000
2023,16000,147.51,17.7,1498.0,Skoda,Kushaq 1.5 TSI Style DSG DT BSVI,Automatic,Petrol,Mumbai,1590000
2015,55000,108.91762795275592,19.529431028174166,1497.0,Honda,City i VTEC CVT VX,Automatic,Petrol,Coimbatore,590000
2020,50192,108.5,17.13,1497.0,Tata,Nexon XMA AMT Diesel,Automatic,Diesel,Mumbai,795000
2013,50000,98.82,13.7,1399.0,Chevrolet,Enjoy Petrol LT 7 Seater,Manual,Petrol,Coimbatore,285000
2022,16000,118.41,20.25,998.0,Hyundai,i20 N-Line N8 DCT,Automatic,Petrol,Mumbai,1000000
2015,35396,108.91762795275592,19.529431028174166,1968.0,Audi,A6 35 TDI,Automatic,Diesel,Coimbatore,1989999
2017,49000,81.8,20.89,1197.0,Maruti,Ignis 1.2 AMT Zeta BSIV,Automatic,Petrol,Thane,415000
2022,20000,88.5,18.6,1199.0,Honda,Amaze 2nd Gen VX BSVI,Manual,Petrol,Coimbatore,610000
2017,56000,108.91762795275592,19.529431028174166,1995.0,BMW,X1 sDrive20d Expedition,Automatic,Diesel,Mumbai,1675000
2020,33000,108.91762795275592,19.529431028174166,1197.0,Maruti,Swift Dzire VXI 1.2,Manual,Petrol,Mumbai,675000
2021,28000,160.77,14.1,1368.0,Jeep,Compass 1.4 Limited Opt DCT BSVI,Automatic,Petrol,Mumbai,1895000
2021,47144,118.35,18.15,998.0,Hyundai,Venue SX Plus Turbo DCT,Automatic,Petrol,Thane,982000
2019,23000,247.0,19.529431028174166,1997.0,Land,Rover Range Rover Velar P250 R-Dynamic,Automatic,Petrol,Mumbai,6275000
2017,74000,108.91762795275592,19.529431028174166,2143.0,Mercedes-Benz,GLC 220d 4MATIC Style,Automatic,Diesel,Mumbai,2790000
2017,57000,117.3,17.8,1497.0,Honda,City i VTEC V,Manual,Petrol,Mumbai,615000
2015,78107,103.52,14.3,1598.0,Skoda,Rapid 1.6 MPI AT Elegance,Automatic,Petrol,Thane,525000
2017,22181,74.0,27.39,1248.0,Maruti,Baleno Zeta Diesel,Manual,Diesel,Thane,548000
2018,54000,108.91762795275592,19.529431028174166,1998.0,BMW,5 Series 530i M Sport,Automatic,Petrol,Mumbai,3500000
2022,29000,160.77,14.1,1368.0,Jeep,Compass 1.4 Sport DCT BSVI,Automatic,Petrol,Mumbai,1750000
2022,19665,261.5,13.38,2993.0,BMW,X7 xDrive30d DPE Signature,Automatic,Diesel,Thane,10000000
2021,25000,65.71,21.7,998.0,Maruti,S-Presso VXI Plus 2019-2022,Manual,Petrol,Coimbatore,425000
2018,90000,108.91762795275592,19.529431028174166,1197.0,Hyundai,i20 1.2 Asta Dual Tone,Manual,Petrol,Coimbatore,500000
2023,18368,118.35,18.2,998.0,Kia,Sonet HTK Plus Turbo iMT,Automatic,Petrol,Mumbai,990000
2016,39930,103.2,18.19,1197.0,Volkswagen,Vento 1.2 TSI Highline AT,Automatic,Petrol,Thane,449000
2012,95001,108.91762795275592,19.529431028174166,2143.0,Mercedes-Benz,C-Class C 250 CDI Elegance,Automatic,Diesel,Thane,950000
2021,28887,108.91762795275592,19.529431028174166,1497.0,Tata,Altroz XZ Plus Diesel BSVI,Manual,Diesel,Thane,795000
2021,7000,108.91762795275592,19.529431028174166,1440.1495461749028,Tata,Nexon EV XZ Plus,Automatic,Electric,Mumbai,990000
2020,13553,108.91762795275592,19.529431028174166,999.0,Renault,Triber RXZ BSIV,Manual,Petrol,Mumbai,590000
2016,65000,126.2,17.01,1582.0,Hyundai,Creta 1.6 CRDi AT SX Plus,Automatic,Diesel,Coimbatore,1000000
2020,41000,231.78,19.529431028174166,1969.0,Volvo,XC60 Inscription D5,Automatic,Diesel,Mumbai,4575000
2010,145000,108.91762795275592,11.5,2982.0,Toyota,Fortuner 3.0 Diesel,Manual,Diesel,Coimbatore,699000
2019,83410,167.68,17.41,1956.0,MG,Hector Sharp Diesel MT,Manual,Diesel,Thane,1195000
2019,48426,108.91762795275592,19.529431028174166,1353.0,Kia,Seltos GTX Plus,Manual,Petrol,Mumbai,1310000
2015,49865,37.48,36.0,624.0,Tata,Nano CNG XM,Manual,CNG,Coimbatore,185000
2018,9000,67.0,23.01,999.0,Renault,KWID 1.0 RXT Optional,Manual,Petrol,Thane,336000
2016,44843,121.3,17.01,1591.0,Hyundai,Verna 1.6 VTVT S,Manual,Petrol,Thane,615000
2024,6000,87.0,26.6,1462.0,Maruti,Grand Vitara Delta CNG,Manual,CNG,Thane,1325000
2015,47000,108.91762795275592,19.529431028174166,1199.0,Honda,Jazz 1.2 S AT i VTEC,Automatic,Petrol,Mumbai,390000
2020,70000,108.5,17.0,1198.0,Tata,Nexon 1.2 Revotron XZA Plus DualTone,Automatic,Petrol,Coimbatore,650000
2020,47000,197.26,19.529431028174166,2199.0,Kia,Carnival Prestige,Automatic,Diesel,Mumbai,2875000
2015,20000,55.2,21.1,814.0,Hyundai,EON Era Plus,Manual,Petrol,Coimbatore,245000
2024,1500,65.71,24.35,998.0,Maruti,Wagon R VXI,Manual,Petrol,Thane,700000
2015,65000,108.91762795275592,19.529431028174166,1199.0,Honda,Jazz 1.2 V AT i VTEC,Automatic,Petrol,Mumbai,375000
2023,23000,108.91762795275592,19.529431028174166,1197.0,Hyundai,Venue S Opt 2023-2025,Manual,Petrol,Thane,875000
2010,45890,108.91762795275592,17.0,1197.0,Hyundai,i20 1.2 Asta Option with Sunroof,Manual,Petrol,Mumbai,270000
2013,84767,86.7,17.8,1198.0,Honda,Amaze VX i-VTEC,Manual,Petrol,Thane,350000
2017,40764,88.7,17.5,1199.0,Honda,WR-V i-VTEC S,Manual,Petrol,Thane,545000
2016,86000,108.91762795275592,19.529431028174166,1196.0,Maruti,Eeco 7 Seater Standard BSIV,Manual,Petrol,Thane,320000
2009,66000,108.91762795275592,11.7,1796.0,Mercedes-Benz,C-Class 200 K AT,Automatic,Petrol,Mumbai,399000
2017,86000,88.5,24.3,1248.0,Maruti,Vitara Brezza ZDi,Manual,Diesel,Coimbatore,750000
2018,32000,117.6,18.0,1497.0,Honda,City i-VTEC CVT ZX,Automatic,Petrol,Mumbai,795000
2016,81340,103.26,17.99,1462.0,Maruti,Ertiga VXI AT,Automatic,Petrol,Thane,696000
